vacancy_name,area_name,salary_from,salary_to,url,experience
"Ведущий аналитик блока ""Общественный транспорт""",Красногорск,,65000,https://hh.ru/vacancy/84887802,between1And3
Аналитик данных маркетплейсов,Курган,40000,,https://hh.ru/vacancy/84261153,between1And3
BTL- менеджер ( Junior Бренд-менеджер),Москва,130000,,https://hh.ru/vacancy/84175578,between1And3
Ведущий аналитик данных,Москва,150000,,https://hh.ru/vacancy/84663965,between1And3
Помощник аналитика маркетолога,Москва,50000,,https://hh.ru/vacancy/85183619,noExperience
Аналитик 1С по кадровому учёту и расчёту зарплаты,Москва,300000,,https://hh.ru/vacancy/79479122,between3And6
Оператор-аналитик,Хабаровск,40000,,https://hh.ru/vacancy/83656940,noExperience
Аналитик маркетплейсов,Киров (Кировская область),35000,50000,https://hh.ru/vacancy/84443847,between1And3
Маркетолог-аналитик,Иркутск,35000,50000,https://hh.ru/vacancy/85007595,between1And3
Аналитик,Москва,83000,100000,https://hh.ru/vacancy/83329191,between1And3
Специалист-аналитик,Самара,46000,57500,https://hh.ru/vacancy/78019714,noExperience
Менеджер по работе с маркетплейсами/Аналитик,Набережные Челны,40000,,https://hh.ru/vacancy/79466050,noExperience
Помощник аналитика-консультанта 1C:ERP,Щелково,,90000,https://hh.ru/vacancy/80566580,between1And3
Маркетолог-аналитик по медицинскому оборудованию,Москва,100000,120000,https://hh.ru/vacancy/83542969,between1And3
Ассистент аналитика,Москва,,40000,https://hh.ru/vacancy/83950411,noExperience
Координатор/ аналитик отдела продаж,Дмитров,70000,,https://hh.ru/vacancy/85450000,between3And6
Аналитик отдела продаж,Казань,40000,,https://hh.ru/vacancy/83426040,between1And3
Аналитик / консультант 1С,Орел,150000,150000,https://hh.ru/vacancy/79543198,between1And3
Ассистент аналитика,Орел,,27000,https://hh.ru/vacancy/85340448,between1And3
Аналитик отдела продаж,Санкт-Петербург,75000,85000,https://hh.ru/vacancy/79121353,between3And6
Маркетолог-аналитик,Ярославль,80000,,https://hh.ru/vacancy/84446640,between3And6
Аналитик,Санкт-Петербург,60000,65000,https://hh.ru/vacancy/84267151,between1And3
Маркетолог-аналитик,Магнитогорск,45000,50000,https://hh.ru/vacancy/84545162,between1And3
Ведущий специалист складского учета/аналитик,Казань,60000,,https://hh.ru/vacancy/79774067,between1And3
Аналитик данных (Power BI),Москва,115000,,https://hh.ru/vacancy/83987178,between1And3
Медиапланер SEO/Digital Media Planner,Тула,35000,,https://hh.ru/vacancy/84739761,noExperience
Аналитик,Москва,155000,,https://hh.ru/vacancy/82761541,between1And3
Менеджер в отдел сопровождения он-продаж и аналитики,Кирово-Чепецк,65000,,https://hh.ru/vacancy/84010857,between1And3
Аналитик по продажам,Москва,100000,,https://hh.ru/vacancy/84168097,between1And3
Маркетолог-аналитик,Краснодар,85000,,https://hh.ru/vacancy/84569512,between3And6
Аналитик социальных медиа,Москва,60000,,https://hh.ru/vacancy/84627745,between1And3
Аналитик,Санкт-Петербург,30000,50000,https://hh.ru/vacancy/84667573,between1And3
Аналитик данных WB и Ozon,Санкт-Петербург,60000,,https://hh.ru/vacancy/84724486,between1And3
Аналитик по управлению товарными запасами,Санкт-Петербург,75000,,https://hh.ru/vacancy/84898550,between1And3
Младший аналитик,Москва,30000,35000,https://hh.ru/vacancy/81921330,between1And3
Аналитик,Новоалтайск,45000,50000,https://hh.ru/vacancy/84708307,between1And3
Консультант-аналитик 1С,Воронеж,80000,150000,https://hh.ru/vacancy/81343015,between1And3
Финансовый аналитик,Москва,100000,120000,https://hh.ru/vacancy/84054414,between1And3
Проектный аналитик разработка ПО,Иркутск,60000,,https://hh.ru/vacancy/84378475,between1And3
Data Analyst Middle (Аналитик),Москва,150000,200000,https://hh.ru/vacancy/84387739,between1And3
Аналитик,Москва,100000,,https://hh.ru/vacancy/85298105,between3And6
Аналитик (информационная безопасность),Красноярск,100000,200000,https://hh.ru/vacancy/82562708,between3And6
Аналитик,Москва,70000,100000,https://hh.ru/vacancy/84452650,between1And3
Редактор-аналитик,Москва,50000,,https://hh.ru/vacancy/84838845,between1And3
Аналитик\Консультант б24,Санкт-Петербург,80000,120000,https://hh.ru/vacancy/85297793,between1And3
Аналитик,Нижний Новгород,60000,160000,https://hh.ru/vacancy/84990438,noExperience
Ведущий оператор-аналитик баз данных,Санкт-Петербург,70000,,https://hh.ru/vacancy/84049495,between1And3
Аналитик отдела продаж,Иваново (Ивановская область),60000,100000,https://hh.ru/vacancy/84813369,between1And3
Аналитик упоминаний в соцсетях,Новокузнецк,39000,,https://hh.ru/vacancy/82145254,noExperience
Аналитик 1С ERP,Санкт-Петербург,150000,,https://hh.ru/vacancy/84428793,between3And6
Аналитик-маркетолог,Москва,80000,100000,https://hh.ru/vacancy/84964011,between1And3
Аналитик,Подольск (Московская область),70500,70500,https://hh.ru/vacancy/85066443,between1And3
Аналитик,Екатеринбург,,100000,https://hh.ru/vacancy/84263893,between1And3
Data Analyst (middle/senior),Москва,2500,3500,https://hh.ru/vacancy/84283598,between3And6
Коммерческий аналитик / Ведущий аналитик,Москва,130000,150000,https://hh.ru/vacancy/84148640,between1And3
Data analyst (Vietnam),Москва,2000,,https://hh.ru/vacancy/81683837,between1And3
Аналитик коммерческого департамента,Самара,60000,60000,https://hh.ru/vacancy/84183199,between3And6
Аналитик,Красноярск,77000,,https://hh.ru/vacancy/84663946,between1And3
Аналитик отдела продаж,Симферополь,40000,,https://hh.ru/vacancy/85194477,between1And3
Аналитик товарного запаса,Москва,140000,,https://hh.ru/vacancy/79819603,between1And3
Аналитик бизнес-процессов,Москва,150000,,https://hh.ru/vacancy/83630699,between1And3
Аналитик,Вологда,35000,35000,https://hh.ru/vacancy/84356008,between3And6
Маркетолог-аналитик (бренд-менеджер),Нижний Новгород,80000,,https://hh.ru/vacancy/85109392,between1And3
Старший аналитик-технолог,Курган,50000,,https://hh.ru/vacancy/85446759,between1And3
Аналитик по управлению данными,Москва,,166400,https://hh.ru/vacancy/82196249,between1And3
Системный аналитик,Пермь,100000,,https://hh.ru/vacancy/83217471,between1And3
Аналитик 1С:ERP,Москва,220000,,https://hh.ru/vacancy/84131618,between1And3
Аналитик,Калининград,33000,,https://hh.ru/vacancy/84322345,between1And3
Аналитик,Липецк,70000,,https://hh.ru/vacancy/84743190,between1And3
Системный аналитик,Москва,160000,280000,https://hh.ru/vacancy/85273725,between1And3
Аналитик,Казань,,110000,https://hh.ru/vacancy/84883929,between1And3
Аналитик проектов,Екатеринбург,60000,,https://hh.ru/vacancy/84922527,between3And6
